Date,Time,Booking ID,Customer ID,Booking Status,Vehicle Type,Pickup Location,Drop Location,Vehicle Turn Around Time,Customer Turn Around Time,Cancelled Ride by Customer,Cancelled Ride by Driver,Reason of Cancellation By Customer,Reason of Cancellation By Driver,Incomplete Rides,Reason for Incomplete Ride,Booking Amount,Payment Method,Ride Distance,Driver rating,Customer rating,Driver ID,Wait Time,Surge Multiplier
2025-03-18,10:23:49,BID981WXI0K,CIDKSJ9F8ED,Cancelled,Sedan,Rhodesbury,North Alejandrostad,26.09,6.1,No,Yes,None,Vehicle breakdown,Complete,None,670.86,Wallet,49.16,4.9,4.3,DIDTIF10Y39,17.46,1.5
2024-08-09,18:54:21,BID6EPFKZLF,CIDN7W3YDRP,Completed,SUV,Emilychester,Stephenmouth,27.73,9.82,No,No,None,None,Complete,None,716.59,UPI,25.47,3.9,4.1,DIDCAPRYMZ0,12.28,1.0
2024-10-26,20:52:56,BIDE65LRRBZ,CIDPM6YNY19,Completed,Bike,Moorefurt,Mcmahonbury,8.9,3.29,No,No,None,None,Complete,None,783.35,UPI,4.42,4.3,3.7,DIDI0Q9M2NV,8.13,2.0
2025-02-24,06:28:27,BIDNCB8TJZ5,CID5WLFBZQO,Cancelled,Bike,New Leslieville,Lake Lisatown,13.34,12.24,Yes,No,Change of plans,None,Complete,None,170.99,Net Banking,9.42,4.7,3.3,DIDKNWHCGCH,12.27,1.0
2024-08-11,18:06:02,BIDTKQ2L2WC,CIDFM2IBU5B,Completed,SUV,Samuelbury,Moorefurt,22.88,11.86,No,No,None,None,Complete,None,372.31,Cash,13.93,3.8,4.8,DIDHO37TMH2,9.0,1.5
2025-06-01,18:53:36,BID9R1E8YGB,CIDC4PYRSAM,Completed,SUV,Thomasfort,Lake Lisatown,25.19,7.86,No,No,None,None,Complete,None,735.7,Net Banking,39.38,3.3,3.4,DIDRYIPAH8K,9.28,1.2
2025-05-12,21:16:11,BID0AUN62Y3,CIDTYIOG0BL,Completed,SUV,New Kevinberg,Davisland,25.27,1.6,No,No,None,None,Complete,None,70.41,Cash,40.96,3.0,4.0,DIDZES5IZJP,9.59,1.0
2024-11-10,02:46:18,BIDO5QYFZZA,CIDYF4E5Q92,Completed,Auto,Jonesberg,Port Mackenzie,5.15,7.22,No,No,None,None,Complete,None,256.29,Net Banking,7.08,4.1,3.1,DIDA1T7X8XA,0.87,1.0
2025-06-04,16:16:12,BID29EDMAJ7,CIDY962K6V3,Completed,Auto,Stanleyton,Jonathanland,20.6,1.18,No,No,None,None,Complete,None,275.57,UPI,12.08,3.1,4.5,DID9L658C4V,3.49,2.0
2024-11-03,16:31:31,BIDG01CN1ZC,CIDO62IANJ9,Completed,SUV,Kevinhaven,West Emily,5.99,11.92,No,No,None,None,Complete,None,222.14,UPI,28.94,3.5,3.2,DID3U5C992F,1.18,1.0
2025-05-29,12:03:00,BID15QFZLQO,CID2T1VSFNT,Incomplete,Mini,Aguirrefort,Kimberlyfurt,23.12,8.01,No,No,None,None,Incomplete,Route closed,778.09,Wallet,28.35,4.6,4.8,DID5VWAV90B,16.17,1.2
2024-11-17,11:19:34,BID2XMHKF5G,CID8UK1T8OC,Completed,Sedan,Moorefurt,Kimberlyfurt,9.41,8.43,No,No,None,None,Complete,None,500.78,Net Banking,13.14,3.5,4.4,DIDSNMJR5A3,1.9,2.0
2024-12-28,16:47:18,BIDG8VJKIEU,CIDLVWPR8W4,Completed,Bike,South Emmaview,South Anthonymouth,21.03,2.11,No,No,None,None,Complete,None,294.34,UPI,37.03,4.3,3.6,DIDOATZB98F,4.4,1.5
2025-01-16,20:19:18,BIDIBH5ON0N,CIDRVY0IT4G,Completed,SUV,Christinafurt,New Leslieville,7.01,3.45,No,No,None,None,Complete,None,181.56,Credit Card,26.14,4.6,4.2,DIDUHYLEYDL,8.5,1.2
2025-05-12,18:43:53,BID9HGNVHAC,CIDE2LBL9JI,Completed,Bike,Port Carltown,Andreachester,26.92,12.09,No,No,None,None,Complete,None,173.67,Net Banking,23.17,4.7,4.0,DIDONG2WCXW,3.81,1.0
2024-06-16,18:10:41,BIDK1BUXHZG,CID00GWDZMQ,Completed,SUV,Port Mackenzie,Gibsonport,14.88,4.46,No,No,None,None,Complete,None,433.12,UPI,5.34,3.7,4.1,DID8RY7PDVP,10.64,1.5
2024-08-06,20:29:49,BIDRWH9A1E0,CIDBXF62L92,Completed,Mini,Christineton,Moorefurt,12.32,1.7,No,No,None,None,Complete,None,106.43,Credit Card,35.27,3.7,3.6,DIDTRWPGIEN,16.34,2.0
2025-01-03,08:36:47,BIDKM9W1ZP5,CIDR3V3SEII,Incomplete,Bike,Christinafurt,Christineton,8.14,12.94,No,No,None,None,Incomplete,Route closed,398.3,Credit Card,18.28,4.1,3.7,DID4HAGXWJB,1.27,1.0
2024-07-17,23:19:01,BIDVB24G00D,CID40PORZ70,Completed,Bike,Seanburgh,New Leslieville,6.9,9.52,No,No,None,None,Complete,None,431.9,Cash,37.39,3.5,4.3,DID93CYA781,10.62,1.5
2024-06-25,01:09:31,BIDO846XVNM,CID1SM95KIJ,Completed,Mini,Simpsontown,Seanburgh,23.15,5.87,No,No,None,None,Complete,None,461.2,UPI,11.22,3.0,3.1,DIDK346OB77,5.48,1.2
2024-08-19,07:08:07,BIDRNUX45ZY,CIDSYD1BF3V,Cancelled,Bike,West Douglas,Gibsonport,29.23,10.07,Yes,No,Change of plans,None,Complete,None,649.31,Cash,17.2,4.0,3.2,DIDGA84XC53,2.59,1.5
2025-02-10,09:51:36,BIDPDRDL4K3,CIDRLMXZ0SQ,Completed,Sedan,Coreyburgh,Kennethburgh,25.77,3.09,No,No,None,None,Complete,None,302.24,Net Banking,17.94,3.7,3.6,DIDG5BYYM1C,6.39,1.5
2025-01-07,22:02:55,BID5EDJC6AQ,CIDX37C8W0L,Cancelled,Auto,New Kevinberg,Port Jeremyberg,16.6,10.18,Yes,No,Driver delayed,None,Complete,None,775.18,Cash,18.54,3.3,3.8,DIDE8UABLRD,5.39,2.0
2025-02-17,20:40:28,BIDKID1C9E6,CIDV1W5GRIY,Completed,Bike,Moorefurt,Andreachester,10.47,2.97,No,No,None,None,Complete,None,187.77,Credit Card,23.86,3.8,4.6,DIDLZOW3YDS,9.79,1.5
2024-06-17,16:29:37,BIDC9KAHPOF,CIDAN1QN7MB,Completed,Sedan,Jonathanland,Seanburgh,28.47,13.48,No,No,None,None,Complete,None,648.16,Credit Card,40.36,4.9,4.7,DID3QUC4X1M,3.34,1.0
2024-10-10,20:19:47,BIDUXTJJF43,CIDBCUK07YH,Cancelled,SUV,South Emmaview,East Ashley,12.09,7.42,No,Yes,None,Other,Complete,None,412.53,Wallet,34.25,4.8,4.5,DID3G0EY5FA,13.73,1.2
2025-05-19,03:38:58,BIDFK8GC9RE,CIDHPHYOYAT,Completed,SUV,Seanburgh,Moorefurt,23.92,1.26,No,No,None,None,Complete,None,528.67,Cash,18.54,4.8,3.1,DIDUMXORHQ4,14.77,1.5
2025-05-09,21:34:37,BIDW6CZJU7U,CIDS7E40J9M,Completed,Mini,Cherylhaven,Lake Lisatown,19.62,2.38,No,No,None,None,Complete,None,128.71,Credit Card,3.19,4.0,3.2,DIDTS7K37EE,1.48,2.0
2024-11-29,00:53:41,BIDA6U6Q4SY,CIDKO72ZF70,Completed,Auto,Kennethburgh,New Leslieville,23.62,7.48,No,No,None,None,Complete,None,651.97,Credit Card,27.44,4.3,3.9,DIDWY4WJ2AI,14.04,1.0
2025-03-12,10:35:41,BIDGUV35O3T,CIDK99FLAI3,Completed,SUV,Gibsonport,Seanburgh,5.44,5.27,No,No,None,None,Complete,None,220.83,Credit Card,32.58,4.8,4.2,DIDCQZEDTYK,15.94,2.0
2024-11-24,07:00:45,BIDCCM5LHAW,CIDPBAFI1KG,Cancelled,Bike,Lake Matthewville,Gibsonport,19.73,9.58,Yes,No,Other,None,Complete,None,666.53,Net Banking,24.08,4.8,4.6,DID4UUA7UYK,1.71,2.0
2025-04-05,07:49:20,BIDYUKZMIJW,CIDB24LXN2O,Completed,Bike,Moorefurt,Simpsontown,27.52,12.52,No,No,None,None,Complete,None,237.56,Wallet,8.47,3.3,3.8,DID276HC1ZW,16.77,1.5
2024-09-15,14:22:30,BIDRR2RQUA3,CIDEVIZCKVU,Completed,SUV,Christinafurt,New Robert,8.54,2.58,No,No,None,None,Complete,None,302.46,Wallet,15.15,3.6,3.0,DIDHTSCBZQF,4.03,1.2
2024-12-21,03:29:00,BID3OEBNXSD,CIDKX2QS0MM,Completed,Sedan,Gibsonport,West Douglas,15.81,10.28,No,No,None,None,Complete,None,302.94,UPI,43.18,3.1,4.6,DID2SVSIUIS,3.17,2.0
2025-02-10,13:33:25,BID0EHNAC1Y,CID7H229UFA,Completed,Auto,Davisland,Martinezmouth,17.88,9.13,No,No,None,None,Complete,None,426.66,Credit Card,24.85,4.4,4.4,DIDW1CA43LT,12.09,1.0
2025-05-29,20:53:31,BIDFIWTC1E1,CID7ZUUB5RK,Completed,Bike,Kennethburgh,Christineton,28.69,3.57,No,No,None,None,Complete,None,387.21,Credit Card,45.73,3.5,4.4,DID08OEWNVD,4.2,1.5
2025-02-25,16:04:54,BIDOWCMK5FP,CID366MCXIU,Completed,Bike,New Barbarafort,Coreyburgh,26.35,13.05,No,No,None,None,Complete,None,621.44,Credit Card,20.92,5.0,4.0,DIDPE9MTTA2,12.83,2.0
2024-10-24,10:04:32,BID5RBT2GRY,CIDLXI0R5ZO,Completed,Auto,Port Mackenzie,Davistown,20.83,3.56,No,No,None,None,Complete,None,377.06,Net Banking,41.87,4.7,3.0,DIDIV2CKH7I,0.76,1.0
2024-10-30,04:19:21,BID0NM94YQS,CIDXQN9YA5W,Completed,SUV,Davisland,New Robert,29.72,12.99,No,No,None,None,Complete,None,451.07,UPI,22.22,4.7,4.8,DIDWPVORSI9,9.36,1.5
2024-11-14,07:12:23,BIDPBUVBD13,CIDGYKFZ2QO,Cancelled,Sedan,Gibsonport,Jonesberg,17.18,3.59,No,Yes,None,Stuck in traffic,Complete,None,122.31,Net Banking,40.7,4.9,4.5,DIDGQTF4AT9,16.58,1.5
2024-11-09,21:06:47,BID8LN1Q9IN,CIDNFG46H3V,Completed,Bike,Davistown,Martinezmouth,28.39,14.0,No,No,None,None,Complete,None,560.31,Credit Card,49.96,3.8,3.3,DIDI9SMQGL5,9.54,1.0
2024-10-21,04:35:08,BIDBV81AR21,CIDRWXSER0W,Completed,Sedan,Lake Matthewville,Davisland,7.07,3.95,No,No,None,None,Complete,None,321.8,Wallet,11.42,4.9,4.9,DIDRS6RFAPL,0.42,1.2
2024-10-30,02:06:26,BIDJC49IPJ2,CID40VEK1F7,Completed,Auto,Christineton,New Robert,27.53,10.07,No,No,None,None,Complete,None,419.18,Cash,44.59,3.9,3.4,DIDZMEYYPWZ,7.28,1.5
2025-01-13,12:54:05,BIDB85AUV16,CIDRMBHMAMY,Completed,Sedan,Jonesberg,East Ashley,26.83,12.15,No,No,None,None,Complete,None,161.09,Cash,46.81,3.9,3.5,DIDLY6KEJVO,5.65,1.0
2024-12-08,21:38:56,BIDD5WCRFPA,CIDE470ZUYK,Completed,Auto,Simpsontown,Moorefurt,13.99,12.11,No,No,None,None,Complete,None,453.9,Net Banking,3.62,3.1,4.2,DIDZ3YKEZ3I,7.17,1.0
2024-08-07,02:23:29,BIDCCLG0NS5,CIDW4N37UV1,Cancelled,Auto,Davisland,Port Mackenzie,24.07,4.04,Yes,No,Driver delayed,None,Complete,None,653.86,Wallet,4.27,3.4,4.6,DID742IQ3MO,12.28,1.2
2025-03-03,00:03:02,BIDOOAAC9TN,CIDBL9OOVBY,Completed,Auto,Port Mackenzie,Emilychester,15.77,14.18,No,No,None,None,Complete,None,644.81,UPI,1.56,3.6,3.9,DID14ZHK7BO,0.33,1.2
2024-12-13,16:32:38,BIDUDCM3EIG,CIDXOLXLOKR,Completed,Sedan,New Kristin,Port Carltown,25.43,8.9,No,No,None,None,Complete,None,143.66,Net Banking,29.35,4.7,4.9,DID1V5SBBKQ,7.97,1.0
2024-07-26,15:07:39,BIDJGYY5IYT,CIDNWG93NNL,Completed,Sedan,Robertsmouth,Port Jeremyberg,12.76,8.04,No,No,None,None,Complete,None,457.94,Credit Card,2.99,3.4,3.3,DIDA2U02WN1,7.59,1.0
2024-08-19,03:16:08,BIDXGYZ50UT,CID1RDU522T,Completed,Sedan,Stephenmouth,New Leslieville,26.6,2.39,No,No,None,None,Complete,None,720.47,UPI,14.93,4.7,3.8,DIDY7G6R0NW,7.97,1.0
2024-11-08,23:29:46,BIDJNGD5NNY,CIDU4HVHOOU,Completed,Mini,New Robert,Mcmahonbury,8.09,9.45,No,No,None,None,Complete,None,675.23,Net Banking,45.04,5.0,3.3,DID8SVSPDRH,9.45,1.2
2025-06-07,12:02:17,BIDEF24BVWE,CID9JQ96YDV,Cancelled,Mini,Port Jeremyberg,East Christopher,29.74,8.6,Yes,No,Booked by mistake,None,Complete,None,110.81,Credit Card,17.43,3.3,4.5,DIDHH592M6C,6.45,1.5
2024-09-05,08:22:13,BIDWEONYMO4,CIDV5ED4AC8,Cancelled,Mini,Mcmahonbury,Thomasfort,12.1,3.97,Yes,No,None,None,Complete,None,393.41,Cash,21.33,3.3,3.1,DIDX8VRBLT4,3.57,2.0
2024-07-01,22:47:11,BIDB1GBEPMT,CIDCIGM6IH5,Completed,Mini,West Emily,Thomasfort,26.65,12.13,No,No,None,None,Complete,None,229.68,Credit Card,21.2,3.1,3.3,DIDM97XEEGF,9.67,1.0
2024-09-27,02:07:52,BIDWHIHIX73,CIDM3OYR7IO,Completed,Mini,Thomasfort,New Kristin,26.52,4.12,No,No,None,None,Complete,None,583.04,UPI,43.95,3.9,3.6,DID0JMV57IJ,11.56,1.2
2025-03-19,14:29:46,BIDUXYR3QHF,CIDP3CREIG6,Cancelled,Auto,Seanburgh,North Alejandrostad,25.62,13.67,Yes,No,Change of plans,None,Complete,None,426.86,Wallet,13.63,3.5,3.7,DIDTDJ1SHRF,0.61,1.5
2024-11-29,21:39:50,BIDHZD2CCA9,CIDCF02WYZF,Completed,SUV,Port Carltown,Johnfort,19.52,6.24,No,No,None,None,Complete,None,146.69,Cash,19.24,3.9,3.0,DIDA7F8CLSL,18.17,1.2
2025-01-31,09:20:45,BID4WXI0KB8,CIDUXFYYSBE,Cancelled,Auto,Kennethburgh,Andreachester,7.2,9.1,No,Yes,None,Vehicle breakdown,Complete,None,229.17,Net Banking,18.89,3.1,3.3,DIDEZLV32EP,14.81,2.0
2025-02-04,20:16:11,BIDCOQ3794K,CID5QA7I1JP,Completed,SUV,New Kristin,Port Jeremyberg,22.51,6.42,No,No,None,None,Complete,None,200.3,Net Banking,19.39,5.0,4.0,DID9FQD6Q39,16.08,2.0
2024-11-29,22:01:45,BIDB90C1OOS,CID1RI963Y6,Completed,Mini,New Kristin,North Alejandrostad,10.41,9.16,No,No,None,None,Complete,None,664.94,Wallet,10.08,3.6,3.5,DIDCAXBRURW,2.46,1.0
2024-07-21,17:53:43,BID34EG5ULC,CIDU36Q7R0H,Completed,Sedan,New Leslieville,North Alejandrostad,17.84,13.24,No,No,None,None,Complete,None,328.66,Credit Card,46.47,4.9,4.7,DID43CWTPPV,4.03,2.0
2025-02-04,16:09:26,BIDN8EKJVNK,CIDVH2IVKW7,Completed,Bike,Rhodesbury,New Harold,28.88,14.84,No,No,None,None,Complete,None,651.67,Wallet,24.63,4.7,3.5,DID8ZCWAOEY,0.67,1.0
2024-12-27,13:32:20,BIDGF92FBCZ,CIDAHFGIQAV,Completed,SUV,Port Carltown,Andreachester,17.24,11.99,No,No,None,None,Complete,None,589.81,Cash,44.97,4.9,3.6,DID2WZWEM6F,3.09,1.2
2025-01-05,11:01:00,BIDC975BPHL,CID0RN6O6WR,Cancelled,Auto,Coreyburgh,New Harold,24.02,4.39,Yes,No,Other,None,Complete,None,674.63,Credit Card,48.99,3.6,4.0,DID53JB2HJA,15.45,1.0
2025-04-27,12:35:23,BID3W4NGQOK,CIDJ4LZMDS5,Completed,Bike,Stanleyton,Katieland,27.41,10.37,No,No,None,None,Complete,None,109.15,Credit Card,33.21,3.6,3.3,DIDKP2FPKQF,0.95,2.0
2024-10-04,19:54:23,BIDUBA234QL,CIDYZ6C0A4V,Completed,Sedan,Stanleyton,Robertsmouth,21.05,4.36,No,No,None,None,Complete,None,68.59,Credit Card,1.27,3.1,4.7,DIDPTG8FVIU,4.47,2.0
2025-01-12,10:36:25,BIDPB1UIE1Q,CIDNSN0HSKA,Cancelled,Bike,Jonesberg,Katieland,27.09,6.26,No,Yes,None,Stuck in traffic,Complete,None,94.48,Net Banking,19.07,4.9,4.1,DID0DDCL2D7,10.79,2.0
2025-03-29,23:29:32,BIDO7C5EDPT,CIDJQFIQZ79,Completed,Sedan,East Austinberg,Mcmahonbury,9.68,10.85,No,No,None,None,Complete,None,693.58,Credit Card,8.14,4.4,3.3,DID7JFEU04X,12.03,1.0
2025-03-15,17:23:55,BID7XYLJ89Y,CIDGQAMZJON,Completed,Auto,Harrisshire,Seanburgh,12.15,4.57,No,No,None,None,Complete,None,117.41,Wallet,45.67,4.6,3.6,DID2J0XRKVV,13.56,1.2
2024-09-23,08:58:57,BIDO8XAQJFI,CIDFDPP5LTA,Incomplete,Sedan,Robertsmouth,Lake Lisatown,23.4,5.31,No,No,None,None,Incomplete,Route closed,315.21,Wallet,6.9,4.0,4.9,DIDLVIGVHVH,12.21,1.0
2024-12-13,13:58:30,BID2GTZ7CEB,CID4BXHI5KT,Completed,Mini,Harrisshire,North Brian,22.97,3.7,No,No,None,None,Complete,None,620.2,UPI,43.01,3.6,3.4,DIDB55QEXN5,17.55,1.0
2024-08-01,22:21:28,BID6UQN1Q0J,CIDISPXN3RW,Completed,SUV,Kennethburgh,Emilychester,19.83,10.01,No,No,None,None,Complete,None,202.42,Credit Card,28.03,4.7,3.9,DID90CRJXX6,10.62,1.0
2025-04-15,11:25:45,BID8CJT1S23,CIDPYWEE9XU,Completed,Auto,Stephenmouth,Martinezmouth,13.49,4.0,No,No,None,None,Complete,None,709.64,Net Banking,33.26,3.1,4.0,DIDXQKN1WK7,14.62,1.2
2024-08-11,13:35:28,BIDWV12BKNH,CIDCCZRX1OZ,Incomplete,Auto,Aguirrefort,Clineburgh,5.4,13.83,No,No,None,None,Incomplete,Vehicle issue,297.85,Cash,22.14,4.8,4.7,DID1RWDLEZG,5.44,1.0
2024-11-17,12:43:35,BIDEDXLZQHD,CIDGRWD9HPG,Completed,Mini,East Ashley,Davisland,11.51,5.28,No,No,None,None,Complete,None,111.97,Wallet,43.4,4.3,4.5,DIDLDF07FE7,13.22,2.0
2024-06-10,21:19:37,BIDUPPYVRJO,CIDTI1VPLI2,Completed,SUV,Katieland,Andreachester,13.22,12.56,No,No,None,None,Complete,None,100.74,UPI,4.38,3.0,4.5,DIDXTJ6OM3Z,19.55,2.0
2025-02-19,19:43:30,BID1FGOTAFT,CIDV17FHEWA,Completed,Auto,Stephenmouth,Port Jeremyberg,22.76,14.57,No,No,None,None,Complete,None,317.13,Credit Card,42.2,3.1,3.4,DIDBI6QKKEW,15.16,1.0
2024-12-30,19:33:01,BIDXUWHOIH7,CID3H6JX534,Completed,SUV,Jonathanland,Christineton,22.59,5.79,No,No,None,None,Complete,None,775.65,Net Banking,48.02,4.5,4.1,DIDTESR9BCL,13.47,1.0
2024-07-17,17:51:16,BIDVCLCJT3P,CIDQV18DWPG,Completed,Auto,Thomasfort,Robertsmouth,20.46,7.39,No,No,None,None,Complete,None,114.62,Credit Card,43.88,4.1,5.0,DID7NBOK4EF,9.48,1.2
2024-10-07,03:32:44,BIDH41N5CB8,CID5VD9CDJ3,Cancelled,Bike,Kevinhaven,North Alejandrostad,16.41,7.45,No,Yes,None,None,Complete,None,610.71,Cash,3.66,4.3,4.3,DID8TTCEZA1,9.41,1.2
2025-05-29,03:02:56,BIDFO8VOFYG,CIDX563106Y,Cancelled,Auto,Thomasfort,Stephenmouth,23.77,10.92,Yes,No,Other,None,Complete,None,282.06,Wallet,45.79,4.3,3.6,DIDT0UR9HNR,4.33,2.0
2024-06-17,04:07:32,BIDH3MTQ5RD,CID6XAWWVKQ,Incomplete,Sedan,West Douglas,Samuelbury,12.19,10.24,No,No,None,None,Incomplete,Rider did not show,780.58,Wallet,18.27,4.0,4.8,DID349XRQ3L,12.47,1.5
2024-12-18,11:37:05,BID76NCJEXB,CIDC98F8P2M,Completed,Bike,Thomasfort,North Brian,12.13,7.47,No,No,None,None,Complete,None,773.45,Net Banking,35.05,4.2,3.8,DIDBHJ5Y811,19.87,1.0
2024-06-16,05:04:40,BIDIWN680E1,CID5IZMNO44,Completed,Bike,Coreyburgh,Samuelbury,26.76,7.59,No,No,None,None,Complete,None,582.51,UPI,40.21,4.4,3.6,DIDGAQTHILW,6.54,1.5
2024-12-21,05:08:04,BID316CXW5S,CIDWTXOLGZ0,Completed,Auto,Clineburgh,Aguirrefort,18.21,1.75,No,No,None,None,Complete,None,141.39,Net Banking,44.18,4.0,3.9,DIDO5NUP06B,11.38,2.0
2025-03-20,21:50:17,BIDS2N4WUT6,CIDE9F8Q2UK,Completed,Auto,South Emmaview,East Christopher,15.12,2.72,No,No,None,None,Complete,None,407.62,Credit Card,24.61,4.3,4.6,DIDTQ36JOB2,14.96,1.5
2025-05-30,03:52:22,BIDCM4YSK8B,CIDX8K2O7TI,Completed,Bike,Robertsmouth,Harrisshire,11.88,14.82,No,No,None,None,Complete,None,696.62,Wallet,1.51,3.9,4.9,DIDUACRKX22,5.78,2.0
2024-09-28,19:08:50,BID9LH8JI6A,CIDK9AH3D3P,Completed,Bike,Kimberlyfurt,Kennethburgh,18.15,10.13,No,No,None,None,Complete,None,318.15,Net Banking,24.56,3.1,3.0,DIDSSPT4NWR,14.01,1.5
2024-06-15,04:54:02,BIDH5H3TES0,CID6T7VACI7,Completed,SUV,Christineton,Emilychester,13.75,6.06,No,No,None,None,Complete,None,781.98,Wallet,6.77,3.4,3.6,DID6FN4SL3S,7.34,1.5
2024-12-22,17:46:59,BIDXL882JP5,CIDFFZTKDEE,Completed,Auto,New Leslieville,Jonathanland,23.61,9.21,No,No,None,None,Complete,None,687.08,Wallet,30.52,3.8,4.4,DIDOWMX38RL,17.37,2.0
2025-02-03,10:37:49,BID598FAV4T,CID9OTGND3H,Completed,Bike,Port Carltown,Rhodesbury,11.24,6.71,No,No,None,None,Complete,None,517.51,UPI,18.8,4.7,3.6,DID74RYV1M0,10.22,2.0
2025-06-04,21:58:33,BIDMMB9KXJ9,CID9D7PUPTC,Completed,Sedan,North Alejandrostad,Gibsonport,12.39,9.81,No,No,None,None,Complete,None,440.03,Wallet,40.74,4.8,4.7,DID8HNRAIJJ,15.61,1.2
2025-03-11,08:45:48,BIDBXMDN9LS,CIDXA68E0MN,Completed,Bike,Davistown,South Anthonymouth,15.42,3.0,No,No,None,None,Complete,None,775.4,Net Banking,10.42,3.6,4.3,DID3X61WIA2,19.12,1.2
2024-12-30,13:45:38,BID9UOYMORN,CIDQ2HPMIVJ,Completed,SUV,Port Carltown,Cherylhaven,19.89,11.49,No,No,None,None,Complete,None,716.59,Cash,16.34,5.0,4.7,DID9ZF9RRVT,10.34,1.2
2024-12-08,10:54:01,BIDO6I4JKR3,CIDF2Q9CKF8,Completed,Mini,Jonathanland,Aguirrefort,14.22,12.69,No,No,None,None,Complete,None,550.59,Wallet,41.82,4.3,3.0,DIDBL3HMZ6U,11.45,1.0
2024-08-14,22:03:45,BID7YSL3XFY,CIDZ0LO0P2C,Completed,Bike,Mcmahonbury,Port Mackenzie,6.82,6.41,No,No,None,None,Complete,None,95.14,UPI,38.58,3.9,3.9,DIDXQY7RXY0,16.82,1.2
2025-01-24,19:31:38,BID07PFYKIF,CIDLQGTG0H7,Incomplete,Mini,Gibsonport,New Robert,12.92,9.67,No,No,None,None,Incomplete,Vehicle issue,463.0,Net Banking,14.95,3.4,3.4,DIDUAX6GWNA,19.57,1.5
2024-07-03,06:27:46,BID977HUCNF,CIDGYXSVQXY,Completed,SUV,Martinezmouth,Harrisshire,13.55,13.02,No,No,None,None,Complete,None,171.91,Credit Card,35.13,4.4,3.9,DIDJI1LX4UR,8.84,1.5
2024-12-10,22:08:55,BIDCNMQ8AJU,CIDFLAVSAF0,Completed,Mini,Christineton,Rhodesbury,11.95,7.73,No,No,None,None,Complete,None,532.16,Net Banking,41.45,3.2,4.3,DIDA861HGG4,2.05,1.2
2024-07-03,09:28:10,BID588SETNM,CIDW3T0P45Y,Cancelled,SUV,West Douglas,Kimberlyfurt,15.77,14.05,No,Yes,None,Personal emergency,Complete,None,270.94,Cash,26.87,3.9,4.4,DIDCUEXWBWK,13.17,1.0
2024-06-29,03:23:41,BID6BARTVH5,CID41OZPWRK,Completed,SUV,Harrisshire,Seanburgh,24.52,6.5,No,No,None,None,Complete,None,527.81,Net Banking,16.68,3.2,3.2,DIDU8GCUYAC,0.56,1.0
2025-01-18,18:30:16,BIDL7F93ERE,CIDHCTTYHU1,Completed,Bike,South Emmaview,Kimberlyfurt,17.58,7.18,No,No,None,None,Complete,None,124.99,UPI,9.57,4.1,4.0,DIDU4945TXC,3.7,1.5
2025-05-02,16:45:11,BID0PTC6YKI,CIDOAOT8GTC,Completed,Auto,Emilychester,New Kevinberg,13.25,4.34,No,No,None,None,Complete,None,695.0,Net Banking,37.59,4.0,3.7,DIDFFIJOK8H,2.65,2.0
2025-01-20,17:44:35,BID0EREVTHJ,CID2OQQN1QM,Completed,Auto,North Brian,Lake Lisatown,20.77,11.88,No,No,None,None,Complete,None,108.86,Credit Card,14.77,3.9,3.6,DIDKM7XJDOO,14.72,1.0
2025-05-11,18:40:11,BID25UCN1IT,CID8FNP4LZH,Completed,Bike,Seanburgh,Coreyburgh,17.2,11.92,No,No,None,None,Complete,None,440.08,UPI,23.7,5.0,3.3,DIDNK709B1E,5.18,2.0
2024-12-20,23:44:31,BIDSYOMILUE,CIDU246QMDT,Completed,Bike,New Robert,Gibsonport,16.6,11.24,No,No,None,None,Complete,None,311.6,Wallet,11.2,4.0,4.3,DIDY3AT0UAZ,9.14,2.0
2025-02-19,20:23:47,BIDFQ14KW2C,CIDSP3AQQI2,Completed,Sedan,Thomasfort,New Harold,25.13,10.73,No,No,None,None,Complete,None,573.19,Net Banking,31.54,3.7,3.1,DID2LZ5FBT4,18.96,1.2
2025-04-23,05:00:23,BID4I09O8HT,CID3FYTZRFD,Cancelled,SUV,Cherylhaven,Kimberlyfurt,6.79,5.71,No,Yes,None,Other,Complete,None,734.33,Credit Card,7.98,4.5,4.2,DIDMP0H0T3W,18.1,2.0
2025-03-21,13:24:32,BID5C0V7IUH,CIDU1WKM3UM,Completed,Bike,Moorefurt,Jonathanland,26.5,10.56,No,No,None,None,Complete,None,457.67,Net Banking,36.01,4.9,3.7,DIDF82D8LGQ,11.64,1.5
2025-05-07,01:09:01,BIDV2XG5UUD,CIDUO4QK1E0,Cancelled,Auto,Lake Matthewville,West Douglas,24.67,9.21,Yes,No,Change of plans,None,Complete,None,634.99,Wallet,38.29,3.3,3.7,DIDAPWBO5PO,3.91,1.2
2025-03-08,21:57:12,BIDA8B5503G,CIDII41MQPG,Cancelled,Sedan,Johnfort,Moorefurt,5.67,5.98,No,Yes,None,Personal emergency,Complete,None,75.45,Wallet,41.69,3.8,3.7,DIDTOW8I5D7,6.13,1.0
2024-08-08,04:47:46,BIDJ0STTEUI,CID6N3NAWB7,Cancelled,SUV,West Douglas,Johnfort,25.01,13.92,No,Yes,None,Vehicle breakdown,Complete,None,679.37,Wallet,26.27,3.2,4.3,DIDDO56685I,5.33,1.2
